Datetime,Price,Volume
2020-08-14 14:18:52.210,2.919,39700
2020-08-14 14:18:52.210,2.919,2000
2020-08-14 14:20:06.580,2.92,700
2020-08-14 14:20:09.890,2.92,700
2020-08-14 14:22:04.420,2.905,100
2020-08-14 14:23:18.720,2.905,500
2020-08-14 14:23:50.550,2.92,100
2020-08-14 14:24:04.000,2.92,2500
2020-08-14 14:24:20.510,2.92,1000
2020-08-14 14:24:20.510,2.92,1800
2020-08-14 14:24:20.510,2.92,2000
2020-08-14 14:24:20.510,2.92,5000
2020-08-14 14:24:20.510,2.92,10000
2020-08-14 14:24:20.510,2.92,1500
2020-08-14 14:25:59.640,2.907,100
2020-08-14 14:26:00.120,2.907,100
2020-08-14 14:26:00.620,2.907,100
2020-08-14 14:26:01.060,2.907,100
2020-08-14 14:26:01.480,2.907,100
2020-08-14 14:26:01.870,2.907,100
2020-08-14 14:26:02.300,2.907,100
2020-08-14 14:26:11.180,2.907,300
2020-08-14 14:28:29.320,2.922,2000
2020-08-14 14:28:29.320,2.922,10000
2020-08-14 14:28:38.740,2.908,200
2020-08-14 14:28:39.210,2.908,300
2020-08-14 14:28:39.420,2.908,400
2020-08-14 14:28:39.520,2.908,400
2020-08-14 14:28:39.610,2.908,200
2020-08-14 14:28:40.090,2.908,200
2020-08-14 14:28:40.480,2.908,300
2020-08-14 14:28:40.820,2.908,400
2020-08-14 14:28:40.910,2.908,200
2020-08-14 14:28:41.350,2.908,400
2020-08-14 14:28:41.410,2.923,200
2020-08-14 14:29:30.400,2.922,6000
2020-08-14 14:29:30.400,2.923,900
2020-08-14 14:30:25.480,2.923,1100
2020-08-14 14:31:02.220,2.925,600
2020-08-14 14:31:02.220,2.925,10000
2020-08-14 14:33:46.480,2.928,700
2020-08-14 14:33:46.480,2.929,1300
2020-08-14 14:33:58.140,2.927,300
2020-08-14 14:33:58.140,2.929,1400
2020-08-14 14:34:17.840,2.929,3000
2020-08-14 14:34:52.100,2.929,4100
2020-08-14 14:36:05.740,2.925,10000
2020-08-14 14:36:21.940,2.925,700
2020-08-14 14:36:37.430,2.925,3000
2020-08-14 14:37:38.290,2.925,35000
2020-08-14 14:38:57.060,2.927,200
2020-08-14 14:39:16.780,2.927,800
2020-08-14 14:40:38.940,2.927,9500
2020-08-14 14:42:28.010,2.928,800
2020-08-14 14:43:26.370,2.929,1000
2020-08-14 14:43:48.160,2.928,9200
2020-08-14 14:44:32.720,2.929,14200
2020-08-14 14:44:32.720,2.929,1000
2020-08-14 14:44:32.720,2.929,3000
2020-08-14 14:44:32.720,2.929,30000
2020-08-14 14:44:32.720,2.929,5000
2020-08-14 14:44:32.720,2.929,100
2020-08-14 14:44:36.750,2.929,9300
2020-08-14 14:45:30.160,2.929,4300
2020-08-14 14:45:38.240,2.929,10000
2020-08-14 14:46:26.460,2.93,6000
2020-08-14 14:46:26.460,2.93,1000
2020-08-14 14:46:26.460,2.93,5000
2020-08-14 14:46:26.460,2.93,8500
2020-08-14 14:47:42.680,2.931,5000
2020-08-14 14:47:43.960,2.931,100
2020-08-14 14:47:47.740,2.931,1000
2020-08-14 14:47:57.890,2.931,100
2020-08-14 14:47:58.030,2.931,20400
2020-08-14 14:48:26.700,2.932,10000
2020-08-14 14:48:26.700,2.933,40300
2020-08-14 14:48:26.700,2.933,1800
2020-08-14 14:49:56.020,2.935,2000
2020-08-14 14:49:56.020,2.935,5000
2020-08-14 14:52:10.910,2.937,3000
2020-08-14 14:52:35.010,2.935,5000
2020-08-14 14:54:12.310,2.936,200
2020-08-14 14:54:20.940,2.935,1000
2020-08-14 14:54:22.640,2.935,4100
2020-08-14 14:54:31.870,2.936,800
2020-08-14 14:54:31.870,2.936,1800
2020-08-14 14:54:31.870,2.936,2000
2020-08-14 14:54:35.430,2.936,1200
2020-08-14 14:54:35.430,2.936,12000
2020-08-14 14:55:04.320,2.936,200
2020-08-14 14:55:15.400,2.937,1000
2020-08-14 14:55:28.040,2.937,1500
2020-08-14 14:55:45.650,2.936,2100
2020-08-14 14:56:12.960,2.936,100
2020-08-14 14:56:18.420,2.936,1000
2020-08-14 14:56:26.490,2.936,5000
2020-08-14 14:56:43.350,2.936,200
2020-08-14 14:56:48.880,2.936,1500
2020-08-14 14:56:58.410,2.936,2000
2020-08-14 14:57:12.630,2.935,2200
2020-08-14 14:57:14.060,2.935,100
2020-08-14 14:57:34.220,2.936,3000
2020-08-14 14:57:46.460,2.935,4400
2020-08-14 14:58:05.580,2.936,2400
2020-08-14 14:58:05.580,2.936,200
2020-08-14 14:58:05.580,2.936,4000
2020-08-14 14:58:05.580,2.936,6800
2020-08-14 14:58:05.580,2.936,26300
2020-08-14 14:58:19.150,2.935,200
2020-08-14 14:58:50.520,2.935,4800
2020-08-14 14:59:00.440,2.921,1000
2020-08-14 14:59:00.440,2.92,300
2020-08-14 14:59:57.820,2.935,5500
